nombre,distrito,precio,rating,checkin,plan
UVE Marcenado,Chamartín,383,Fantástico,2023-06-23,2 dias
Eurostars Suites Mirasierra,Fuencarral,400,Muy bien,2023-06-23,2 dias
NH Madrid Las Tablas,Fuencarral,268,Muy bien,2023-06-23,2 dias
Catalonia Goya,Salamanca,460,Fabuloso,2023-06-23,2 dias
Sercotel Togumar,Chamartín,500,Muy bien,2023-06-23,2 dias
NH Paseo de la Habana,Chamartín,379,Bien,2023-06-23,2 dias
"Hotel Indigo Madrid - Gran Via, an IHG Hotel",Centro,537,Fabuloso,2023-06-23,2 dias
Hotel Santo Domingo,Centro,485,Bien,2023-06-23,2 dias
Exe Plaza,Otro,420,Muy bien,2023-06-23,2 dias
HRC Hotel,Centro,410,Bien,2023-06-23,2 dias
One Shot Fortuny 07,Otro,438,Muy bien,2023-06-23,2 dias
Petit Palace Lealtad Plaza,Retiro,615,Fabuloso,2023-06-23,2 dias
Hotel Glam,Centro,858,Fabuloso,2023-06-23,2 dias
AB Design Suites,Centro,470,Bien,2023-06-23,2 dias
Petit Palace President Castellana,Salamanca,575,Bien,2023-06-23,2 dias
Posada del Dragón Boutique Hotel,Centro,428,Muy bien,2023-06-23,2 dias
Ikonik Gran Vía,Centro,600,Fabuloso,2023-06-23,2 dias
NH Collection Madrid Colón,Salamanca,558,Muy bien,2023-06-23,2 dias
"Holiday Inn Express - Madrid - Airport, an IHG Hotel",San Blas,458,Fabuloso,2023-06-23,2 dias
Dormirdcine,Salamanca,431,Muy bien,2023-06-23,2 dias
Aparthotel Tribunal,Centro,518,Bien,2023-06-23,2 dias
Hotel Life Gran Via,Centro,351,Bien,2023-06-23,2 dias
Hotel Los Condes,Centro,311,Muy bien,2023-06-23,2 dias
Catalonia Atocha,Centro,550,Fabuloso,2023-06-23,2 dias
SabiaNatura - boutiqueMadrid,Centro,472,Bien,2023-06-23,2 dias
NH Madrid Ventas,Salamanca,359,Muy bien,2023-06-23,2 dias
Novotel Madrid Center,Salamanca,410,Fabuloso,2023-06-23,2 dias
La Quinta de los Cedros,Ciudad Lineal,370,Fabuloso,2023-06-23,2 dias
AC Hotel Los Vascos by Marriott,Moncloa,385,Muy bien,2023-06-23,2 dias
Petit Palace Savoy Alfonso XII,Retiro,576,Fabuloso,2023-06-23,2 dias
NH Madrid Principe de Vergara,Salamanca,410,Muy bien,2023-06-23,2 dias
Hotel Avenida Gran Vía,Centro,515,Bien,2023-06-23,2 dias
Hotel Opera,Centro,524,Muy bien,2023-06-23,2 dias
NH Madrid Balboa,Salamanca,406,Muy bien,2023-06-23,2 dias
Catalonia Plaza Mayor,Centro,530,Fabuloso,2023-06-23,2 dias
ICON Casona 1900,Salamanca,713,Fantástico,2023-06-23,2 dias
Ilunion Atrium,Ciudad Lineal,445,Fabuloso,2023-06-23,2 dias
"Hotel Único Madrid, Small Luxury Hotels",Salamanca,850,Fabuloso,2023-06-23,2 dias
One Shot Recoletos 04,Salamanca,468,Muy bien,2023-06-23,2 dias
NH Madrid Zurbano,Otro,450,Muy bien,2023-06-23,2 dias
Barceló Imagine,Chamartín,391,Fantástico,2023-06-23,2 dias
Eurostars Casa de la Lírica,Centro,512,Muy bien,2023-06-23,2 dias
AC Hotel Atocha by Marriott,Arganzuela,455,Fabuloso,2023-06-23,2 dias
The Social Hub Madrid,Moncloa,397,Fabuloso,2023-06-23,2 dias
Wellington Hotel & Spa Madrid,Salamanca,750,Fabuloso,2023-06-23,2 dias
Petit Palace Cliper-Gran Vía,Centro,493,Muy bien,2023-06-23,2 dias
Eurostars Plaza Mayor,Centro,499,Muy bien,2023-06-23,2 dias
Petit Palace Tres Cruces,Centro,523,Fabuloso,2023-06-23,2 dias
Pestana Plaza Mayor Madrid,Centro,678,Fantástico,2023-06-23,2 dias
Espahotel Plaza Basílica,Otro,388,Muy bien,2023-06-23,2 dias
"Hotel Villa Real, a member of Preferred Hotels & Resorts",Centro,558,Fabuloso,2023-06-23,2 dias
Catalonia El Retiro,Retiro,460,Muy bien,2023-06-23,2 dias
UMusic Hotel Madrid,Centro,630,Fabuloso,2023-06-23,2 dias
Elba Madrid Alcalá,San Blas,415,Fabuloso,2023-06-23,2 dias
"Hotel Madrid Centro, Affiliated by Meliá",Centro,464,Bien,2023-06-23,2 dias
Canopy by Hilton Madrid Castellana,Otro,370,Fabuloso,2023-06-23,2 dias
One Shot Luchana 22,Otro,434,Muy bien,2023-06-23,2 dias
Pestana CR7 Gran Vía Madrid,Centro,629,Fabuloso,2023-06-23,2 dias
Casón del Tormes,Centro,468,Fabuloso,2023-06-23,2 dias
Sercotel Gran Hotel Conde Duque,Otro,534,Muy bien,2023-06-23,2 dias
Don Pio,Chamartín,398,Muy bien,2023-06-23,2 dias
The Social Hub Madrid 4 star,Moncloa,437,Fabuloso,2023-06-23,2 dias
Silken Puerta Madrid,San Blas,331,Muy bien,2023-06-23,2 dias
Melia Avenida de America,San Blas,378,Fantástico,2023-06-23,2 dias
Aravaca Village Hotel,Moncloa,330,Muy bien,2023-06-23,2 dias
Ilunion Pio XII,Chamartín,491,Muy bien,2023-06-23,2 dias
Petit Palace Puerta del Sol,Centro,574,Fabuloso,2023-06-23,2 dias
H10 Tribeca,Otro,452,Fabuloso,2023-06-23,2 dias
B&B HOTEL Madrid Centro Fuencarral 52,Centro,497,Fabuloso,2023-06-23,2 dias
Anaco,Centro,407,No disponible,2023-06-23,2 dias
Líbere Madrid Palacio Real,Centro,503,Muy bien,2023-06-23,2 dias
Hotel Fenix Gran Meliá - The Leading Hotels of the World,Salamanca,780,Fabuloso,2023-06-23,2 dias
Only YOU Hotel Atocha,Retiro,553,Fantástico,2023-06-23,2 dias
NH Madrid Chamberí,Otro,383,Muy bien,2023-06-23,2 dias
VP Plaza España Design,Centro,673,Fantástico,2023-06-23,2 dias
Chic & Basic dot,Centro,591,Fabuloso,2023-06-23,2 dias
"Hotel Madrid Atocha, Affiliated by Meliá",Centro,500,Muy bien,2023-06-23,2 dias
"Hotel Montera Madrid, Curio Collection By Hilton",Centro,590,Fabuloso,2023-06-23,2 dias
Petit Palace Arenal,Centro,528,Fabuloso,2023-06-23,2 dias
Room Mate Macarena – Gran Vía,Centro,583,Fabuloso,2023-06-23,2 dias
Exe Suites 33,Centro,520,Muy bien,2023-06-23,2 dias
Hotel Acta Madfor,Moncloa,846,Muy bien,2023-06-23,2 dias
"Hotel Urban,a Member of Design Hotels",Centro,612,Fabuloso,2023-06-23,2 dias
AC Hotel Cuzco by Marriott,Otro,356,Fabuloso,2023-06-23,2 dias
Catalonia Las Cortes,Centro,700,Fantástico,2023-06-23,2 dias
Melia Madrid Serrano,Salamanca,800,Muy bien,2023-06-23,2 dias
AC Hotel Madrid Feria by Marriott,Hortaleza,313,Fabuloso,2023-06-23,2 dias
Soho Boutique Congreso,Centro,585,Muy bien,2023-06-23,2 dias
Zenit Conde de Orgaz,Hortaleza,358,Muy bien,2023-06-23,2 dias
B&B HOTEL Madrid Centro Plaza Mayor,Centro,392,Fabuloso,2023-06-23,2 dias
Letoh Letoh Gran Vía,Centro,646,Fabuloso,2023-06-23,2 dias
B&B HOTEL Madrid Centro Puerta del Sol,Centro,444,Fantástico,2023-06-23,2 dias
CoolRooms Palacio de Atocha,Centro,664,Fantástico,2023-06-23,2 dias
Petit Palace Chueca,Centro,561,Fabuloso,2023-06-23,2 dias
Agora Juan de Austria,Otro,496,Muy bien,2023-06-23,2 dias
AC Hotel Aitana by Marriott,Chamartín,356,Fabuloso,2023-06-23,2 dias
L&H Gran Vía Selection,Centro,554,Fantástico,2023-06-23,2 dias
Senator Castellana,Otro,412,Muy bien,2023-06-23,2 dias
Room Mate Mario,Centro,493,Muy bien,2023-06-23,2 dias
Petit Palace Plaza Mayor,Centro,576,Muy bien,2023-06-23,2 dias
Madrid Marriott Auditorium Hotel & Conference Center,San Blas,350,Fabuloso,2023-06-23,2 dias
"Holiday Inn Madrid - Las Tablas, an IHG Hotel",Fuencarral,280,Muy bien,2023-06-23,2 dias
Claridge Madrid,Retiro,740,Fabuloso,2023-06-23,2 dias
limehome Madrid Calle de la Madera - Digital Access,Centro,593,Muy bien,2023-06-23,2 dias
ME Madrid Reina Victoria by Meliá,Centro,600,Muy bien,2023-06-23,2 dias
Petit Palace Preciados,Centro,533,Muy bien,2023-06-23,2 dias
Ilunion Alcalá Norte,San Blas,615,Fabuloso,2023-06-23,2 dias
Hotel Nuevo Madrid,Ciudad Lineal,423,Muy bien,2023-06-23,2 dias
Hotel Mexico,Centro,371,Bien,2023-06-23,2 dias
Hotel Mediodia,Centro,440,Muy bien,2023-06-23,2 dias
NH Collection Madrid Abascal,Otro,536,Fabuloso,2023-06-23,2 dias
Leonardo Hotel Madrid City Center,Otro,381,Muy bien,2023-06-23,2 dias
Ayre Gran Hotel Colón,Retiro,375,Muy bien,2023-06-23,2 dias
Paseo Suites Hotel,Villaverde,350,Fantástico,2023-06-23,2 dias
Palacio de los Duques Gran Meliá - The Leading Hotels of the World,Centro,108,Fantástico,2023-06-23,2 dias
The Pavilions Madrid Hotel,Otro,588,Fabuloso,2023-06-23,2 dias
DWO Colours Alcalá,San Blas,414,Muy bien,2023-06-23,2 dias
Ocean Drive Madrid,Centro,630,Fabuloso,2023-06-23,2 dias
Leonardo Boutique Hotel Madrid,Otro,448,Muy bien,2023-06-23,2 dias
NH Madrid Lagasca,Salamanca,479,Muy bien,2023-06-23,2 dias
Travelodge Madrid Alcalá,San Blas,330,Bien,2023-06-23,2 dias
Ibis Styles Madrid City Las Ventas,Ciudad Lineal,381,Fabuloso,2023-06-23,2 dias
Petit Palace Posada del Peine,Centro,735,Muy bien,2023-06-23,2 dias
"TÓTEM Madrid, a Small Luxury Hotel of the World",Salamanca,697,Fantástico,2023-06-23,2 dias
Petit Palace Triball,Centro,582,Fabuloso,2023-06-23,2 dias
Sercotel Alcalá 611,San Blas,596,Muy bien,2023-06-23,2 dias
7 Islas Hotel,Centro,594,Fantástico,2023-06-23,2 dias
Exe Zarzuela Park,Moncloa,630,Muy bien,2023-06-23,2 dias
Hotel Liabeny,Centro,651,Fantástico,2023-06-23,2 dias
Hotel Julia,San Blas,440,Muy bien,2023-06-23,2 dias
Room Mate Alicia,Centro,574,Fabuloso,2023-06-23,2 dias
DWO Yuste Alcalá,San Blas,418,Fabuloso,2023-06-23,2 dias
Hotel Infantas by MIJ,Centro,513,Muy bien,2023-06-23,2 dias
NH Collection Madrid Paseo del Prado,Centro,638,Muy bien,2023-06-23,2 dias
Travelodge Torrelaguna,Ciudad Lineal,342,Bien,2023-06-23,2 dias
H-A Aparthotel Hotel Quo,Salamanca,419,Bien,2023-06-23,2 dias
NH Barajas Airport,Barajas,392,Muy bien,2023-06-23,2 dias
Ilunion Suites Madrid,Chamartín,439,Muy bien,2023-06-23,2 dias
L&H La Latina Selection,Centro,452,Fantástico,2023-06-23,2 dias
Woohoo Rooms Hortaleza,Centro,517,Fantástico,2023-06-23,2 dias
NH Madrid Ribera del Manzanares,Arganzuela,554,Muy bien,2023-06-23,2 dias
NH Collection Madrid Suecia,Centro,520,Fabuloso,2023-06-23,2 dias
Eurostars Madrid Gran Vía,Centro,630,Fabuloso,2023-06-23,2 dias
NH Madrid Atocha,Retiro,480,Muy bien,2023-06-23,2 dias
NH Collection Madrid Palacio de Tepa,Centro,672,Fabuloso,2023-06-23,2 dias
Hyatt Centric Gran Via Madrid,Centro,695,Fabuloso,2023-06-23,2 dias
Intur Palacio San Martin,Centro,467,Fabuloso,2023-06-23,2 dias
Hotel Freedom,Centro,360,Muy bien,2023-06-23,2 dias
Hotel Chamartin The One,Chamartín,369,Muy bien,2023-06-23,2 dias
Soho Boutique Opera,Centro,608,Fabuloso,2023-06-23,2 dias
AC Hotel Aravaca by Marriott,Moncloa,356,Muy bien,2023-06-23,2 dias
Exe Madrid Norte,Hortaleza,593,Muy bien,2023-06-23,2 dias
"The Principal Madrid, Small Luxury Hotels",Centro,677,Fabuloso,2023-06-23,2 dias
Melia Barajas,Barajas,400,Muy bien,2023-06-23,2 dias
Apartosuites Jardines de Sabatini,Moncloa,598,Fantástico,2023-06-23,2 dias
Hotel Meninas - Boutique Opera,Centro,510,Muy bien,2023-06-23,2 dias
Principe Pio,Moncloa,628,Fabuloso,2023-06-23,2 dias
Gran Versalles,Otro,475,Muy bien,2023-06-23,2 dias
Hotel Cortezo,Centro,497,Muy bien,2023-06-23,2 dias
Hyatt Regency Hesperia Madrid,Otro,567,Muy bien,2023-06-23,2 dias
ICON Embassy,Salamanca,832,Fabuloso,2023-06-23,2 dias
Rafaelhoteles Atocha,Arganzuela,421,Muy bien,2023-06-23,2 dias
NH Collection Madrid Gran Vía,Centro,706,Fabuloso,2023-06-23,2 dias
Rafaelhoteles Ventas,Ciudad Lineal,347,Bien,2023-06-23,2 dias
Sonder Malasaña,Centro,784,Fantástico,2023-06-23,2 dias
NeoMagna Madrid,Salamanca,376,Bien,2023-06-23,2 dias
Melia Castilla,Otro,476,Fabuloso,2023-06-23,2 dias
"Atocha Hotel Madrid, Tapestry Collection by Hilton",Centro,601,Fantástico,2023-06-23,2 dias
Only YOU Boutique Hotel Madrid,Centro,700,Fantástico,2023-06-23,2 dias
Room Mate Oscar,Centro,100,Fabuloso,2023-06-23,2 dias
Vincci Soma,Salamanca,594,Muy bien,2023-06-23,2 dias
Hotel Europa,Centro,868,Fabuloso,2023-06-23,2 dias
Rafaelhoteles Piramides,Arganzuela,376,Muy bien,2023-06-23,2 dias
Hotel Nuevo Boston,San Blas,370,Muy bien,2023-06-23,2 dias
"Hotel Madrid Gran Via 25, Affiliated by Meliá",Centro,495,Muy bien,2023-06-23,2 dias
Sonder Santa Ana,Centro,850,Fabuloso,2023-06-23,2 dias
Hyatt Regency Madrid Residences,Salamanca,112,Fabuloso,2023-06-23,2 dias
Bob W Chueca,Centro,562,Fabuloso,2023-06-23,2 dias
Hard Rock Hotel Madrid,Arganzuela,670,Fabuloso,2023-06-23,2 dias
Four Seasons Hotel Madrid,Centro,304,Fantástico,2023-06-23,2 dias
Smartrental Collection Gran Vía Centric,Centro,818,Fabuloso,2023-06-23,2 dias
Rosewood Villa Magna,Salamanca,462,Fantástico,2023-06-23,2 dias
Suite Prado,Centro,670,Muy bien,2023-06-23,2 dias
Eurostars Monte Real,Fuencarral,747,Fabuloso,2023-06-23,2 dias
Hospes Puerta de Alcalá,Salamanca,788,Fabuloso,2023-06-23,2 dias
Emperador,Centro,844,Fabuloso,2023-06-23,2 dias
Hotel Regina,Centro,802,Fantástico,2023-06-23,2 dias
Francisco I Boutique,Centro,676,Fabuloso,2023-06-23,2 dias
Hotel Villa de Barajas,Barajas,390,Muy bien,2023-06-23,2 dias
Hotel Mayorazgo,Centro,581,Fabuloso,2023-06-23,2 dias
Hotel Barajas Plaza,Barajas,300,Bien,2023-06-23,2 dias
"Mandarin Oriental, Ritz Madrid",Retiro,242,Fantástico,2023-06-23,2 dias
Barceló Torre de Madrid,Moncloa,601,Fabuloso,2023-06-23,2 dias
Casual del Teatro Madrid,Centro,493,Muy bien,2023-06-23,2 dias
"Círculo Gran Vía, Autograph Collection (Adults Only)",Centro,655,Fabuloso,2023-06-23,2 dias
Aloft Madrid Gran Via,Centro,617,Fabuloso,2023-06-23,2 dias
Novotel Madrid City Las Ventas,Ciudad Lineal,440,Fabuloso,2023-06-23,2 dias
Sercotel Madrid Aeropuerto,Barajas,389,Muy bien,2023-06-23,2 dias
Hotel Mirador de Chamartín,Chamartín,360,Muy bien,2023-06-23,2 dias
Ibis Styles Madrid Prado,Centro,473,Fabuloso,2023-06-23,2 dias
DoubleTree by Hilton Madrid-Prado,Centro,639,Fabuloso,2023-06-23,2 dias
Hotel Villamadrid,Fuencarral,324,Muy bien,2023-06-23,2 dias
"Radisson Blu Hotel, Madrid Prado",Centro,584,Fabuloso,2023-06-23,2 dias
Petit Palace Plaza España,Centro,610,Muy bien,2023-06-23,2 dias
Hotel Mora by MIJ,Centro,418,Muy bien,2023-06-23,2 dias
"Thompson Madrid, a Hyatt Brand",Centro,900,Fabuloso,2023-06-23,2 dias
INNSIDE by Meliá Madrid Gran Vía,Centro,637,Fabuloso,2023-06-23,2 dias
Studios Cielo Madrid,Carabanchel,454,Fabuloso,2023-06-23,2 dias
Senator Barajas,Barajas,367,Bien,2023-06-23,2 dias
Hotel Best Osuna,Hortaleza,403,Bien,2023-06-23,2 dias
Occidental Castellana Norte,Hortaleza,349,Fabuloso,2023-06-23,2 dias
ICON Wipton,Salamanca,716,Fantástico,2023-06-23,2 dias
Mercure Madrid Centro,Centro,548,Muy bien,2023-06-23,2 dias
Hotel Maydrit Airport,Barajas,404,Fabuloso,2023-06-23,2 dias
The First One Madrid Preciados,Centro,819,Fabuloso,2023-06-23,2 dias
Relais & Châteaux Heritage Hotel,Salamanca,111,Fantástico,2023-06-23,2 dias
"Hotel Palacio del Retiro, Autograph Collection",Retiro,748,Muy bien,2023-06-23,2 dias
limehome Madrid Calle de Fomento - Digital Access,Centro,596,Fabuloso,2023-06-23,2 dias
Melia Madrid Princesa,Moncloa,799,Muy bien,2023-06-23,2 dias
Iberostar Las Letras Gran Via,Centro,683,Fabuloso,2023-06-23,2 dias
JW Marriott Hotel Madrid,Centro,110,Fantástico,2023-06-23,2 dias
SmartRental Collection Gran Vía Capital,Centro,722,Fabuloso,2023-06-23,2 dias
"The Westin Palace, Madrid",Centro,931,Muy bien,2023-06-23,2 dias
Porcel Ganivet,Centro,468,Muy bien,2023-06-23,2 dias
Pullman Madrid Airport & Feria,Barajas,375,Muy bien,2023-06-23,2 dias
The Madrid EDITION,Centro,136,Fantástico,2023-06-23,2 dias
Vincci Vía - 66,Centro,737,Muy bien,2023-06-23,2 dias
Relais & Châteaux Hotel Orfila,Otro,141,Fantástico,2023-06-23,2 dias
Akeah Hotel Gran Vía Adults Only,Centro,594,Muy bien,2023-06-23,2 dias
Petit Palace Alcalá,Centro,723,Muy bien,2023-06-23,2 dias
New Point Opera,Centro,650,Fantástico,2023-06-23,2 dias
Novotel Campo De Las Naciones,Barajas,392,Muy bien,2023-06-23,2 dias
Hotel Princesa Plaza Madrid,Centro,630,Muy bien,2023-06-23,2 dias
AC Hotel Recoletos by Marriott,Salamanca,693,Fabuloso,2023-06-23,2 dias
BLESS Hotel Madrid - The Leading Hotels of the World,Salamanca,119,Fantástico,2023-06-23,2 dias
limehome Madrid Calle Ave María - Digital Access,Centro,580,Fabuloso,2023-06-23,2 dias
"Hotel Madrid Plaza de España, Affiliated by Meliá",Centro,568,Muy bien,2023-06-23,2 dias
Madrisol,Centro,806,Bien,2023-06-23,2 dias
Vincci Capitol,Centro,759,Fabuloso,2023-06-23,2 dias
Gran Hotel Inglés - The Leading Hotels of the World,Centro,135,Fantástico,2023-06-23,2 dias
Hotel Suites Feria de Madrid,Hortaleza,368,Bien,2023-06-23,2 dias
Madrid Chueca Behap Collection Apartments,Centro,270,No disponible,2023-06-23,2 dias
AP Hotel Madrid Airport,Barajas,345,Bien,2023-06-23,2 dias
limehome Madrid Calle de Don Ramón de la Cruz,Salamanca,774,Fabuloso,2023-06-23,2 dias
Woohoo Rooms Fuencarral,Centro,906,Fantástico,2023-06-23,2 dias
Behap Madrid Plaza del Carmen,Centro,665,Muy bien,2023-06-23,2 dias
Room Mate Alba,Centro,610,Fantástico,2023-06-23,2 dias
Vincci The Mint,Centro,935,Fantástico,2023-06-23,2 dias
Air Rooms Madrid By HelloSky,Barajas,521,Bien,2023-06-23,2 dias
Hotel Crowne Plaza Madrid Airport,San Blas,304,Fabuloso,2023-06-23,2 dias
Clement Barajas,Barajas,400,Muy bien,2023-06-23,2 dias
Vincci Soho,Centro,759,Fabuloso,2023-06-23,2 dias
Victoria 4 Puerta del Sol,Centro,654,Muy bien,2023-06-23,2 dias
Muralto Madrid Princesa,Moncloa,425,Fabuloso,2023-06-23,2 dias
"Santo Mauro, a Luxury Collection Hotel, Madrid",Otro,140,Fantástico,2023-06-23,2 dias
Vincci Centrum,Centro,737,Muy bien,2023-06-23,2 dias
Quatro Puerta del Sol,Centro,581,Muy bien,2023-06-23,2 dias
TaCH Madrid Airport,Barajas,365,Muy bien,2023-06-23,2 dias
Hilton Madrid Airport,Barajas,401,Muy bien,2023-06-23,2 dias
AC Hotel Avenida de América by Marriott,Salamanca,968,Fabuloso,2023-06-23,2 dias
Hotel Los 5 Pinos,San Blas,488,Muy bien,2023-06-23,2 dias
